,funded_amnt,addr_state,annual_inc,application_type,dti,earliest_cr_line,emp_length,emp_title,fico_range_high,fico_range_low,grade,home_ownership,id,initial_list_status,installment,int_rate,loan_amnt,mort_acc,open_acc,pub_rec,pub_rec_bankruptcies,purpose,revol_bal,revol_util,sub_grade,term,title,total_acc,verification_status,zip_code,last_pymnt_amnt,num_actv_rev_tl,mo_sin_rcnt_rev_tl_op,mo_sin_old_rev_tl_op,bc_util,bc_open_to_buy,avg_cur_bal,acc_open_past_24mths
1276,35000.0,TX,120000.0,Individual,25.62,Jul-1997,3 years,Corrosion Technician,679.0,675.0,D,RENT,66624721,w,1252.56,17.27,35000.0,0.0,20.0,0.0,0.0,debt_consolidation,27501.0,66.4,D3, 36 months,Debt consolidation,56.0,Verified,780xx,8550.71,12.0,15.0,221.0,93.4,1597.0,4851.0,10.0
2769,10000.0,IL,115000.0,Individual,21.04,Mar-1998,< 1 year,Software Engineer,704.0,700.0,A,MORTGAGE,68585523,w,311.02,7.49,10000.0,3.0,13.0,0.0,0.0,home_improvement,15741.0,41.2,A4, 36 months,Home improvement,43.0,Source Verified,601xx,310.87,5.0,11.0,213.0,97.2,368.0,25242.0,6.0
194,3000.0,CA,105000.0,Individual,12.09,Jul-1994,10+ years,technician,689.0,685.0,B,MORTGAGE,68607018,w,98.9,11.48,3000.0,2.0,11.0,0.0,0.0,home_improvement,5560.0,57.9,B5, 36 months,Home improvement,22.0,Verified,906xx,197.3,7.0,1.0,257.0,61.1,3268.0,27070.0,9.0
6745,13000.0,MN,55000.0,Individual,7.87,Nov-2003,3 years,Correction tech,689.0,685.0,C,MORTGAGE,68102195,w,431.73,11.99,13000.0,4.0,7.0,0.0,0.0,debt_consolidation,6383.0,67.2,C1, 36 months,Debt consolidation,12.0,Source Verified,554xx,4152.02,3.0,3.0,137.0,67.2,3117.0,28084.0,2.0
5732,35000.0,PA,100000.0,Individual,22.7,Sep-2002,3 years,Principal Engineer ,744.0,740.0,E,RENT,67426900,f,925.15,19.89,35000.0,0.0,5.0,0.0,0.0,major_purchase,2787.0,52.6,E3, 60 months,Major purchase,16.0,Source Verified,160xx,2993.0,2.0,34.0,159.0,52.6,2513.0,16292.0,3.0
5999,24000.0,PA,95000.0,Individual,13.11,Aug-1989,4 years,Magisterial District Judge,679.0,675.0,A,MORTGAGE,66320612,w,751.08,7.91,24000.0,2.0,10.0,0.0,0.0,debt_consolidation,27017.0,66.5,A5, 36 months,Debt consolidation,24.0,Not Verified,185xx,18651.16,6.0,12.0,316.0,44.0,12492.0,24954.0,5.0
9626,12300.0,MN,56000.0,Individual,15.84,Nov-1992,6 years,Business Administrstor,684.0,680.0,C,MORTGAGE,67788849,w,423.26,14.48,12300.0,6.0,10.0,0.0,0.0,debt_consolidation,30182.0,71.4,C5, 36 months,Debt consolidation,35.0,Source Verified,563xx,72.94,6.0,17.0,277.0,61.7,11519.0,43795.0,3.0
5560,35000.0,HI,160000.0,Individual,18.11,Jan-2001,10+ years,Program Director,704.0,700.0,D,RENT,68132759,w,1252.56,17.27,35000.0,0.0,26.0,0.0,0.0,credit_card,12560.0,22.9,D3, 36 months,Credit card refinancing,30.0,Source Verified,967xx,1252.56,5.0,1.0,179.0,13.4,37304.0,3900.0,12.0
4721,35000.0,CA,200000.0,Individual,11.8,Mar-1997,5 years,Director Program Management ,759.0,755.0,B,RENT,68393749,w,1126.07,9.8,35000.0,2.0,6.0,0.0,0.0,credit_card,29360.0,10.9,B3, 36 months,Credit card refinancing,24.0,Source Verified,949xx,2962.33,1.0,11.0,221.0,,5966.0,12527.0,3.0
3215,16650.0,CA,70000.0,Individual,21.4,Oct-1989,10+ years,Teacher,719.0,715.0,B,OWN,68604776,w,543.37,10.78,16650.0,0.0,10.0,0.0,0.0,debt_consolidation,11312.0,39.1,B4, 36 months,Debt consolidation,22.0,Not Verified,945xx,543.37,4.0,7.0,314.0,35.9,16274.0,3457.0,5.0
6376,16000.0,SC,80000.0,Individual,13.44,Mar-2001,10+ years,Store Manager,674.0,670.0,C,MORTGAGE,68072617,w,367.67,13.44,16000.0,2.0,10.0,0.0,0.0,debt_consolidation,21083.0,65.9,C3, 60 months,Debt consolidation,23.0,Not Verified,293xx,13611.65,7.0,16.0,177.0,97.0,201.0,12289.0,2.0
1824,10000.0,FL,85000.0,Individual,10.77,Jan-2007,10+ years,Owner/operator,679.0,675.0,A,MORTGAGE,67347167,w,312.95,7.91,10000.0,0.0,10.0,0.0,0.0,home_improvement,14900.0,64.8,A5, 36 months,Home improvement,13.0,Not Verified,335xx,312.95,4.0,11.0,107.0,72.5,5602.0,2981.0,6.0
6349,10000.0,CA,42000.0,Individual,29.03,May-2004,1 year,CARE GIVER,669.0,665.0,C,RENT,68062222,w,332.1,11.99,10000.0,0.0,17.0,1.0,0.0,debt_consolidation,8237.0,53.5,C1, 36 months,Debt consolidation,23.0,Verified,917xx,332.44,11.0,24.0,139.0,55.4,4640.0,6327.0,2.0
8052,14200.0,WA,48135.62,Individual,7.8,Nov-1999,2 years,Filtration Sales,669.0,665.0,E,MORTGAGE,67959685,f,384.08,20.99,14200.0,2.0,9.0,1.0,1.0,debt_consolidation,1306.0,6.1,E5, 60 months,Debt consolidation,46.0,Verified,990xx,384.08,2.0,2.0,193.0,0.0,9797.0,23025.0,10.0
1516,25000.0,CT,120000.0,Individual,16.57,Jan-1995,10+ years,Officer,729.0,725.0,C,RENT,68445523,w,840.91,12.88,25000.0,2.0,10.0,0.0,0.0,debt_consolidation,19556.0,64.8,C2, 36 months,Debt consolidation,35.0,Verified,060xx,16038.67,5.0,10.0,251.0,60.2,8567.0,27735.0,7.0
5461,9600.0,NJ,200000.0,Individual,6.44,Jul-1989,7 years,Global Regulatory Director ,684.0,680.0,A,OWN,68222221,w,300.44,7.91,9600.0,3.0,6.0,1.0,0.0,home_improvement,8046.0,78.1,A5, 36 months,Home improvement,13.0,Source Verified,088xx,300.06,2.0,29.0,317.0,67.4,2055.0,37048.0,0.0
3984,5000.0,NY,250000.0,Individual,23.23,Apr-1985,4 years,President,764.0,760.0,A,MORTGAGE,68544128,w,150.58,5.32,5000.0,2.0,41.0,0.0,0.0,major_purchase,13937.0,25.4,A1, 36 months,Major purchase,62.0,Verified,130xx,150.34,3.0,24.0,368.0,27.7,36463.0,13058.0,3.0
9938,10000.0,TX,125000.0,Individual,13.27,Mar-1984,2 years,driver,739.0,735.0,A,MORTGAGE,67918674,w,308.27,6.89,10000.0,1.0,10.0,2.0,1.0,debt_consolidation,11926.0,32.9,A3, 36 months,Debt consolidation,15.0,Not Verified,773xx,308.2,6.0,25.0,381.0,38.1,19002.0,13166.0,0.0
7533,12000.0,CA,110000.0,Individual,19.12,Nov-1983,10+ years,Owner,759.0,755.0,A,MORTGAGE,67969909,w,369.93,6.89,12000.0,3.0,21.0,0.0,0.0,house,43028.0,26.3,A3, 36 months,Home buying,39.0,Source Verified,922xx,10572.66,11.0,4.0,385.0,26.5,118889.0,28006.0,4.0
5941,26425.0,TX,52874.0,Individual,2.81,Jun-1982,10+ years,Sales Management,824.0,820.0,A,OWN,68272705,w,809.78,6.49,26425.0,5.0,10.0,0.0,0.0,home_improvement,5788.0,1.8,A2, 36 months,Home improvement,34.0,Verified,750xx,809.78,4.0,6.0,402.0,1.5,111580.0,15166.0,4.0
1371,20800.0,MI,101000.0,Individual,8.5,Apr-1996,1 year,General Manager,669.0,665.0,A,RENT,68576453,w,650.94,7.91,20800.0,1.0,6.0,1.0,0.0,debt_consolidation,11840.0,46.1,A5, 36 months,Debt consolidation,11.0,Source Verified,481xx,15658.06,3.0,1.0,236.0,61.7,7360.0,2045.0,2.0
6431,16200.0,GA,75000.0,Individual,12.69,May-2007,10+ years,store manager,739.0,735.0,E,MORTGAGE,67468817,w,433.73,20.5,16200.0,2.0,12.0,2.0,0.0,debt_consolidation,54.0,0.2,E4, 60 months,Debt consolidation,21.0,Source Verified,310xx,16292.25,3.0,1.0,103.0,0.2,25146.0,15830.0,7.0
7172,4925.0,NY,71200.0,Individual,17.79,Jul-1995,6 years,Administrative Assistant,709.0,705.0,F,RENT,66504955,w,193.2,23.99,4925.0,0.0,11.0,2.0,0.0,small_business,2347.0,17.1,F3, 36 months,Business,13.0,Verified,100xx,3853.03,4.0,1.0,245.0,12.5,7348.0,3213.0,9.0
5465,21000.0,FL,50000.0,Individual,18.05,Oct-1996,5 years,Lead Programmer,684.0,680.0,C,MORTGAGE,68433283,w,482.56,13.44,21000.0,1.0,10.0,0.0,0.0,debt_consolidation,21819.0,55.7,C3, 60 months,Debt consolidation,27.0,Verified,342xx,482.56,5.0,16.0,88.0,58.3,15135.0,10215.0,5.0
5114,6000.0,NY,72000.0,Individual,2.15,Sep-2009,1 year,Private Client Banker,684.0,680.0,C,RENT,68052319,w,199.26,11.99,6000.0,0.0,6.0,0.0,0.0,credit_card,4670.0,34.3,C1, 36 months,Credit card refinancing,7.0,Source Verified,104xx,3965.7,4.0,1.0,75.0,35.9,8330.0,778.0,4.0
8727,22675.0,CA,250000.0,Individual,11.24,Oct-1998,10+ years,Respiratory Therapist,704.0,700.0,E,MORTGAGE,67939515,w,588.08,18.99,22675.0,2.0,18.0,0.0,0.0,debt_consolidation,21235.0,48.3,E3, 60 months,Debt consolidation,35.0,Verified,945xx,21705.57,5.0,10.0,206.0,36.9,17861.0,6793.0,6.0
6709,10000.0,NM,89000.0,Individual,13.43,Aug-2006,2 years,Electrician,669.0,665.0,B,MORTGAGE,68338137,w,315.63,8.49,10000.0,3.0,8.0,1.0,0.0,home_improvement,3063.0,40.8,B1, 36 months,,24.0,Source Verified,871xx,5279.26,3.0,7.0,98.0,43.8,3937.0,29263.0,5.0
3396,15000.0,NY,36500.0,Individual,38.21,Sep-1984,7 years,Physical Therapist Assistant,699.0,695.0,D,RENT,68494474,w,384.92,18.49,15000.0,0.0,7.0,0.0,0.0,debt_consolidation,5305.0,61.7,D5, 60 months,Debt consolidation,13.0,Verified,127xx,384.92,5.0,13.0,375.0,62.8,2532.0,5247.0,3.0
7719,8000.0,WI,41000.0,Individual,32.49,Jan-2007,,,664.0,660.0,B,MORTGAGE,68000072,w,257.24,9.76,8000.0,1.0,11.0,0.0,0.0,debt_consolidation,19360.0,73.9,B3, 36 months,Debt consolidation,32.0,Verified,542xx,4991.44,7.0,10.0,107.0,66.8,2658.0,9473.0,5.0
7509,4800.0,MI,65000.0,Individual,31.35,Aug-1996,10+ years,Operator,684.0,680.0,A,RENT,67899862,w,150.18,7.89,4800.0,0.0,18.0,1.0,1.0,credit_card,16622.0,41.9,A5, 36 months,Credit card refinancing,26.0,Not Verified,483xx,150.18,7.0,15.0,133.0,47.4,12089.0,3656.0,8.0
877,28000.0,IN,118000.0,Individual,35.91,Nov-1999,1 year,Portfolio Executive,714.0,710.0,D,RENT,68366326,w,677.49,15.77,28000.0,1.0,12.0,0.0,0.0,debt_consolidation,10568.0,21.5,D1, 60 months,Debt consolidation,27.0,Verified,460xx,21491.1,4.0,10.0,193.0,21.0,28685.0,7985.0,6.0
1040,13450.0,IN,52500.0,Individual,25.07,Jun-1993,8 years,Equipment Tech,684.0,680.0,D,MORTGAGE,68546695,w,341.33,17.97,13450.0,0.0,14.0,3.0,2.0,other,6579.0,42.2,D4, 60 months,Other,29.0,Source Verified,460xx,12019.14,6.0,3.0,270.0,75.7,1361.0,865.0,10.0
8356,10000.0,NY,60000.0,Individual,24.3,Apr-1983,< 1 year,Correction Officer,744.0,740.0,B,OWN,67949509,w,328.43,11.22,10000.0,0.0,7.0,0.0,0.0,debt_consolidation,6071.0,41.6,B5, 36 months,Debt consolidation,11.0,Source Verified,113xx,329.24,2.0,37.0,91.0,101.2,0.0,4349.0,1.0
1654,25200.0,MD,66300.0,Individual,22.91,Jan-1965,,,679.0,675.0,C,MORTGAGE,67858278,w,586.23,13.99,25200.0,4.0,6.0,0.0,0.0,debt_consolidation,8000.0,82.5,C4, 60 months,Debt consolidation,25.0,Not Verified,219xx,21022.92,2.0,36.0,611.0,13.4,1039.0,37762.0,1.0
4293,16000.0,NY,130000.0,Individual,18.4,Sep-2007,7 years,Police Officer,664.0,660.0,B,MORTGAGE,68393929,w,522.16,10.78,16000.0,1.0,22.0,0.0,0.0,debt_consolidation,17373.0,32.5,B4, 36 months,Debt consolidation,29.0,Not Verified,104xx,526.54,9.0,1.0,96.0,51.7,13824.0,24165.0,8.0
7695,8150.0,OH,35000.0,Individual,31.93,Mar-2002,< 1 year,Dental coordinator,664.0,660.0,C,MORTGAGE,66483965,w,277.25,13.67,8150.0,1.0,15.0,0.0,0.0,debt_consolidation,5187.0,58.0,C4, 36 months,Debt consolidation,28.0,Verified,436xx,1881.05,10.0,6.0,141.0,69.0,1200.0,6340.0,9.0
4816,20000.0,NY,120000.0,Individual,13.79,Jun-1996,10+ years,social work supervisor,679.0,675.0,C,RENT,68543596,w,672.73,12.88,20000.0,1.0,17.0,1.0,1.0,debt_consolidation,10928.0,39.2,C2, 36 months,Debt consolidation,37.0,Not Verified,113xx,14141.44,9.0,2.0,234.0,46.7,9227.0,3081.0,9.0
785,12000.0,PA,65000.0,Individual,19.24,May-2002,10+ years,Patrolman,769.0,765.0,A,MORTGAGE,68486599,w,367.74,6.49,12000.0,2.0,4.0,0.0,0.0,home_improvement,7626.0,46.5,A2, 36 months,Home improvement,20.0,Not Verified,190xx,5657.2,1.0,1.0,163.0,46.5,8774.0,52354.0,1.0
7115,32000.0,CA,142000.0,Individual,24.84,Sep-2000,10+ years,Sales Manager,734.0,730.0,C,RENT,67980247,w,1088.57,13.67,32000.0,0.0,52.0,0.0,0.0,debt_consolidation,35383.0,9.8,C4, 36 months,Debt consolidation,71.0,Verified,925xx,1088.57,18.0,1.0,135.0,9.6,243673.0,2278.0,50.0
8877,20000.0,TX,60000.0,Individual,13.06,Jul-1997,10+ years,HVAC Forman,689.0,685.0,C,OWN,66446136,w,664.2,11.99,20000.0,0.0,11.0,0.0,0.0,home_improvement,3248.0,14.9,C1, 36 months,Home improvement,27.0,Source Verified,793xx,663.8,6.0,1.0,122.0,22.1,11302.0,1609.0,4.0
6767,10000.0,FL,45000.0,Individual,12.21,Nov-1977,10+ years,Doctor of Chiropractic,664.0,660.0,B,OWN,68202337,w,318.79,9.17,10000.0,2.0,5.0,0.0,0.0,credit_card,17924.0,44.5,B2, 36 months,Home improvement,10.0,Not Verified,337xx,318.75,5.0,61.0,457.0,74.5,3266.0,3585.0,0.0
348,10000.0,TN,60000.0,Individual,29.15,Jun-1995,10+ years,foodservice manager,714.0,710.0,A,MORTGAGE,68616757,w,308.73,6.99,10000.0,4.0,18.0,0.0,0.0,other,7056.0,32.7,A3, 36 months,Other,45.0,Not Verified,377xx,5579.98,4.0,18.0,246.0,74.4,2099.0,19899.0,2.0
214,24000.0,MN,210000.0,Individual,20.16,Aug-2002,2 years,Nurse Anestheti,694.0,690.0,B,MORTGAGE,68547122,w,765.1,9.17,24000.0,1.0,18.0,0.0,0.0,debt_consolidation,16417.0,65.1,B2, 36 months,Debt consolidation,35.0,Source Verified,563xx,764.85,9.0,3.0,160.0,84.4,2225.0,31139.0,7.0
9982,10000.0,CO,45000.0,Individual,4.16,Mar-1997,4 years,Nail tech,779.0,775.0,A,OWN,67398367,w,305.31,6.24,10000.0,2.0,4.0,0.0,0.0,home_improvement,4619.0,37.0,A2, 36 months,Home improvement,11.0,Not Verified,806xx,305.23,2.0,27.0,225.0,37.0,7881.0,82592.0,1.0
9361,5000.0,CA,108000.0,Individual,16.36,Feb-1997,< 1 year,Application Developer 3,694.0,690.0,A,RENT,68028905,w,156.43,7.89,5000.0,1.0,9.0,0.0,0.0,credit_card,5750.0,48.7,A5, 36 months,Credit card refinancing,26.0,Verified,930xx,4279.72,3.0,2.0,226.0,80.3,1160.0,6686.0,7.0
4887,14000.0,CO,57400.0,Individual,10.64,Aug-2001,10+ years,ADDRESS MANAGEMENT TECH,674.0,670.0,C,RENT,68403183,w,464.94,11.99,14000.0,0.0,14.0,0.0,0.0,debt_consolidation,22510.0,59.4,C1, 36 months,Debt consolidation,39.0,Not Verified,800xx,14038.47,8.0,4.0,172.0,65.3,5696.0,1876.0,8.0
905,20000.0,NC,105000.0,Individual,9.71,Feb-2002,4 years,VP of Clinical Services,704.0,700.0,A,RENT,68393490,w,622.04,7.49,20000.0,1.0,4.0,0.0,0.0,debt_consolidation,17047.0,65.8,A4, 36 months,Debt consolidation,10.0,Not Verified,287xx,621.74,3.0,110.0,166.0,65.8,8853.0,8705.0,0.0
3109,28000.0,CO,116000.0,Individual,29.45,Nov-1997,3 years,Director of Human Resources,699.0,695.0,A,MORTGAGE,68202615,w,843.22,5.32,28000.0,4.0,17.0,0.0,0.0,debt_consolidation,63638.0,89.3,A1, 36 months,Debt consolidation,34.0,Source Verified,805xx,42.16,13.0,41.0,217.0,90.5,5520.0,20464.0,1.0
3668,5000.0,TX,65000.0,Individual,14.03,Oct-2002,10+ years,ramp agent,664.0,660.0,D,MORTGAGE,68584874,w,178.94,17.27,5000.0,3.0,13.0,0.0,0.0,other,9338.0,42.3,D3, 36 months,Other,20.0,Verified,770xx,4187.42,5.0,2.0,158.0,99.7,28.0,6198.0,7.0
6673,30000.0,NJ,103000.0,Individual,7.96,Jan-1983,3 years,AVP,674.0,670.0,D,RENT,67910150,w,738.98,16.59,30000.0,5.0,7.0,1.0,1.0,debt_consolidation,19692.0,55.9,D2, 60 months,Debt consolidation,33.0,Source Verified,070xx,6025.64,4.0,4.0,347.0,72.1,7030.0,4480.0,3.0
2391,15000.0,MA,45000.0,Individual,30.99,Aug-2002,< 1 year,Management,664.0,660.0,D,MORTGAGE,68505004,w,374.97,17.27,15000.0,2.0,19.0,1.0,1.0,debt_consolidation,8151.0,40.2,D3, 60 months,Debt consolidation,36.0,Source Verified,027xx,374.97,13.0,1.0,160.0,54.1,5004.0,1722.0,15.0
1219,17000.0,CA,90000.0,Individual,12.2,Jan-1979,9 years,Respiratory Therapist,679.0,675.0,B,MORTGAGE,68615884,w,536.57,8.49,17000.0,2.0,10.0,0.0,0.0,credit_card,18772.0,50.3,B1, 36 months,Credit card refinancing,26.0,Source Verified,956xx,15450.02,5.0,10.0,443.0,82.2,3778.0,3560.0,3.0
5038,1500.0,CA,45000.0,Individual,20.4,Sep-2010,5 years,Customer Service,689.0,685.0,D,RENT,68433444,w,53.69,17.27,1500.0,0.0,9.0,0.0,0.0,debt_consolidation,4004.0,35.4,D3, 36 months,Debt consolidation,17.0,Source Verified,944xx,1153.07,4.0,2.0,63.0,27.8,4550.0,3550.0,12.0
5851,15000.0,TX,68201.0,Individual,14.99,Jul-2006,2 years,Senior Project Manager,714.0,710.0,A,RENT,67829965,f,466.53,7.49,15000.0,2.0,4.0,0.0,0.0,credit_card,9442.0,93.5,A4, 36 months,Credit card refinancing,8.0,Source Verified,762xx,265.48,2.0,90.0,113.0,93.5,658.0,9340.0,1.0
7757,6500.0,NY,65000.0,Individual,29.36,Sep-1981,,,699.0,695.0,A,MORTGAGE,67969948,w,201.48,7.26,6500.0,2.0,13.0,0.0,0.0,credit_card,5435.0,13.4,A4, 36 months,Credit card refinancing,28.0,Not Verified,126xx,0.19,5.0,22.0,411.0,24.9,7588.0,5263.0,2.0
2545,10000.0,FL,30200.0,Individual,9.02,Nov-1995,10+ years,service sale manager,684.0,680.0,D,RENT,68394918,w,249.98,17.27,10000.0,3.0,7.0,0.0,0.0,debt_consolidation,3044.0,43.5,D3, 60 months,Debt consolidation,20.0,Verified,347xx,5844.66,4.0,2.0,184.0,43.5,3956.0,14299.0,5.0
1060,35000.0,AZ,195300.0,Individual,17.64,Jun-2003,5 years,Nursing Director,739.0,735.0,C,RENT,68496239,w,794.21,12.88,35000.0,6.0,16.0,0.0,0.0,debt_consolidation,36980.0,57.6,C2, 60 months,Debt consolidation,69.0,Source Verified,853xx,34140.55,5.0,18.0,150.0,73.1,13233.0,22861.0,2.0
6398,16000.0,NC,47500.0,Individual,28.85,Jan-2005,1 year,OFFICE MANAGER,699.0,695.0,A,MORTGAGE,65636721,w,497.63,7.49,16000.0,2.0,25.0,0.0,0.0,credit_card,24754.0,33.0,A4, 36 months,Credit card refinancing,39.0,Not Verified,280xx,8058.79,16.0,3.0,131.0,17.6,20191.0,5294.0,5.0
7376,20000.0,PA,107500.0,Individual,25.14,Aug-2002,2 years,Manager,704.0,700.0,B,MORTGAGE,67879901,w,656.86,11.22,20000.0,2.0,15.0,0.0,0.0,debt_consolidation,33493.0,82.1,B5, 36 months,Debt consolidation,27.0,Not Verified,180xx,1962.46,7.0,3.0,160.0,65.5,2968.0,22651.0,9.0
849,4275.0,NY,38500.0,Individual,28.55,Jul-1995,1 year,CNc machinist,664.0,660.0,D,MORTGAGE,68376191,w,153.0,17.27,4275.0,3.0,10.0,1.0,0.0,debt_consolidation,11287.0,59.0,D3, 36 months,Debt consolidation,16.0,Verified,138xx,1977.36,5.0,2.0,35.0,77.0,5000.0,9679.0,6.0
6802,15000.0,TX,52000.0,Individual,28.66,Jul-1990,< 1 year,Teacher,704.0,700.0,B,RENT,66665199,w,473.45,8.49,15000.0,2.0,8.0,0.0,0.0,credit_card,14419.0,70.0,B1, 36 months,Credit card refinancing,18.0,Not Verified,750xx,425.61,3.0,4.0,284.0,82.6,2839.0,8669.0,4.0
4489,8450.0,TX,67000.0,Individual,7.38,Apr-1999,10+ years,Airport Operations Coordinator,704.0,700.0,A,MORTGAGE,68413778,w,260.88,6.99,8450.0,1.0,11.0,0.0,0.0,credit_card,8245.0,26.5,A3, 36 months,Credit card refinancing,16.0,Source Verified,773xx,2300.73,1.0,12.0,200.0,44.3,10355.0,3722.0,4.0
3009,28000.0,NJ,125000.0,Individual,18.63,Mar-1985,10+ years,Chief compliance officer,699.0,695.0,A,MORTGAGE,68544872,f,858.05,6.49,28000.0,4.0,19.0,0.0,0.0,credit_card,51262.0,68.0,A2, 36 months,Credit card refinancing,39.0,Verified,077xx,857.84,13.0,9.0,369.0,73.0,8138.0,27030.0,5.0
5706,3000.0,CA,28488.0,Individual,17.48,Mar-2004,,,669.0,665.0,D,MORTGAGE,68423146,w,107.37,17.27,3000.0,5.0,8.0,0.0,0.0,home_improvement,9133.0,75.5,D3, 36 months,Home improvement,25.0,Source Verified,935xx,107.0,5.0,6.0,141.0,,,13370.0,6.0
96,12000.0,NJ,40000.0,Individual,31.95,May-2008,3 years,Salesman,669.0,665.0,B,RENT,68446784,w,391.62,10.78,12000.0,0.0,16.0,0.0,0.0,credit_card,11008.0,41.4,B4, 36 months,Credit card refinancing,22.0,Not Verified,070xx,8659.7,8.0,10.0,91.0,49.7,10671.0,2128.0,3.0
5812,8000.0,AZ,40000.0,Individual,21.45,Jan-1999,10+ years,teacher,724.0,720.0,A,MORTGAGE,68323824,w,250.36,7.91,8000.0,1.0,8.0,0.0,0.0,debt_consolidation,7716.0,38.0,A5, 36 months,Debt consolidation,20.0,Not Verified,853xx,250.32,4.0,5.0,203.0,32.5,10470.0,8506.0,1.0
6336,10000.0,MN,46000.0,Individual,27.92,Jul-2001,10+ years,Teacher,729.0,725.0,C,MORTGAGE,68242522,w,226.92,12.88,10000.0,1.0,10.0,1.0,0.0,debt_consolidation,5776.0,45.8,C2, 60 months,Debt consolidation,34.0,Not Verified,553xx,6717.63,4.0,24.0,162.0,62.1,3525.0,22019.0,5.0
4859,8400.0,FL,42000.0,Individual,18.36,Mar-2002,1 year,Manager,669.0,665.0,B,RENT,68443544,w,267.79,9.17,8400.0,0.0,11.0,0.0,0.0,credit_card,5355.0,60.2,B2, 36 months,Credit card refinancing,15.0,Source Verified,339xx,1353.32,6.0,3.0,100.0,77.8,1200.0,1294.0,7.0
1752,15000.0,SC,51000.0,Individual,8.78,Mar-1998,9 years,Production/Logistics Specialist,664.0,660.0,C,RENT,68415437,w,333.6,11.99,15000.0,5.0,19.0,1.0,1.0,debt_consolidation,6581.0,23.9,C1, 60 months,Debt consolidation,42.0,Source Verified,294xx,9758.75,3.0,12.0,213.0,47.0,4237.0,1030.0,9.0
3733,10000.0,TN,30000.0,Individual,11.2,Jul-2003,7 years,Field Technichian,704.0,700.0,B,RENT,68434207,w,318.79,9.17,10000.0,0.0,8.0,0.0,0.0,debt_consolidation,9531.0,51.5,B2, 36 months,Debt consolidation,10.0,Not Verified,381xx,4840.02,5.0,33.0,69.0,58.6,6206.0,1589.0,0.0
5880,14000.0,NJ,104000.0,Individual,7.59,Dec-2011,3 years,IT Analyst,669.0,665.0,C,RENT,68192704,w,464.94,11.99,14000.0,0.0,6.0,0.0,0.0,debt_consolidation,16479.0,73.2,C1, 36 months,Debt consolidation,6.0,Source Verified,076xx,464.66,5.0,10.0,48.0,73.2,6021.0,6275.0,3.0
846,30800.0,VA,111000.0,Individual,33.98,Jan-1986,10+ years,Director of Appeals ,704.0,700.0,D,MORTGAGE,66411184,w,781.62,17.97,30800.0,1.0,7.0,0.0,0.0,credit_card,61770.0,80.6,D4, 60 months,Credit card refinancing,18.0,Verified,244xx,163.69,5.0,6.0,359.0,80.8,11447.0,18040.0,4.0
376,6125.0,NY,70000.0,Individual,17.36,Sep-1993,4 years,High Voltage Electrician/Plant Engineer,694.0,690.0,D,RENT,68516502,w,219.2,17.27,6125.0,1.0,9.0,1.0,0.0,debt_consolidation,2275.0,27.1,D3, 36 months,Debt consolidation,11.0,Source Verified,142xx,52.76,5.0,10.0,130.0,29.6,4927.0,4529.0,6.0
1363,13500.0,CO,105000.0,Individual,13.27,May-2002,< 1 year,Vice President,779.0,775.0,A,RENT,68605989,w,413.71,6.49,13500.0,2.0,6.0,0.0,0.0,debt_consolidation,5269.0,20.3,A2, 36 months,Debt consolidation,20.0,Source Verified,803xx,4038.01,1.0,14.0,163.0,20.3,20731.0,5990.0,3.0
3352,24000.0,AZ,80000.0,Individual,24.3,Jan-1999,< 1 year,Transportation supervisor,689.0,685.0,C,MORTGAGE,68338347,w,569.08,14.85,24000.0,3.0,18.0,1.0,1.0,credit_card,19410.0,56.3,C5, 60 months,,30.0,Not Verified,853xx,573.0,9.0,1.0,203.0,56.5,6822.0,16124.0,9.0
7342,9000.0,TN,50000.0,Individual,22.8,May-2005,8 years,Quality Lab,674.0,670.0,C,MORTGAGE,67870005,w,306.16,13.67,9000.0,2.0,6.0,1.0,1.0,credit_card,2048.0,78.8,C4, 36 months,Credit card refinancing,17.0,Source Verified,374xx,5997.78,2.0,9.0,126.0,92.4,114.0,35155.0,6.0
1834,14000.0,FL,200000.0,Individual,8.63,Dec-1996,9 years,National Sales Manager,774.0,770.0,A,MORTGAGE,68605808,w,421.61,5.32,14000.0,2.0,5.0,0.0,0.0,credit_card,18724.0,56.4,A1, 36 months,Credit card refinancing,15.0,Source Verified,336xx,4952.86,2.0,61.0,228.0,70.8,7599.0,57238.0,2.0
872,14000.0,NJ,65000.0,Individual,15.22,Sep-2002,5 years,Sales Associate ,739.0,735.0,A,OWN,68606424,w,432.22,6.99,14000.0,1.0,10.0,0.0,0.0,debt_consolidation,2363.0,11.2,A3, 36 months,Debt consolidation,32.0,Not Verified,071xx,11629.55,1.0,4.0,143.0,4.8,12382.0,31555.0,7.0
4772,19000.0,AZ,50000.0,Individual,15.07,Nov-1999,10+ years,Electronics Lead,709.0,705.0,A,MORTGAGE,67365927,w,588.93,7.26,19000.0,2.0,10.0,0.0,0.0,debt_consolidation,9672.0,36.9,A4, 36 months,Debt consolidation,11.0,Not Verified,864xx,4630.36,7.0,2.0,193.0,46.2,8981.0,19611.0,3.0
